Machine_ID,Machine_Type,Production_Line,Shift,Reading_Timestamp,Asset_Age_Days,Hours_Since_Maintenance,Load_Percent,Vibration_RMS,Temperature_C,Pressure_bar,Motor_Current_A,RPM,Sound_dB,Humidity_%,Failure
3612,Pump,LINE03,Swing,2025-01-05 08:17:00,3319,224,37.77,3.42,50.37,5.2,19.92,1339,73.02,38.02,0
3613,Compressor,LINE03,Swing,2025-02-20 13:51:00,1101,113,90.78,2.376,55.02,5.51,22.57,1381,77.69,67.58,0
3614,RobotArm,LINE01,Swing,2025-03-14 11:23:00,2291,150,87.68,1.687,76.52,6.02,23.06,1638,68.74,45.22,0
3615,Compressor,LINE01,Night,2025-02-13 20:26:00,2153,413,88.99,3.217,50.27,8.04,19.7,1423,85.76,59.71,0
3616,Conveyor,LINE03,Day,2025-02-14 18:48:00,207,118,79.24,1.697,60.74,7.31,14.28,1663,73.27,72.47,0
3617,Pump,LINE03,Day,2025-01-07 12:51:00,1931,171,41.42,2.718,49.76,5.34,11.77,1450,71.37,74.0,0
3618,CNC,LINE03,Night,2025-04-23 09:14:00,2415,452,90.23,2.83,55.18,5.83,24.73,1482,65.62,42.14,0
3619,Pump,LINE01,Day,2025-01-05 09:04:00,772,239,67.96,2.173,46.16,7.24,10.19,1426,70.32,41.54,0
3620,RobotArm,LINE03,Swing,2025-02-10 05:32:00,1338,490,79.25,3.367,60.46,4.9,24.38,1719,71.24,44.92,0
3621,Compressor,LINE04,Swing,2025-04-18 11:42:00,2149,718,36.42,2.579,48.53,5.89,20.45,1424,76.0,51.71,0
3622,Pump,LINE03,Swing,2025-03-09 18:54:00,3395,63,32.59,1.715,57.83,5.1,18.12,1355,68.92,71.08,0
3623,Compressor,LINE01,Swing,2025-02-28 15:05:00,249,461,42.15,1.16,55.06,5.72,21.15,1537,73.87,59.81,0
3624,Conveyor,LINE03,Night,2025-02-11 12:22:00,3418,591,60.91,1.823,55.58,7.08,20.86,1542,72.15,78.39,0
3625,Conveyor,LINE02,Day,2025-01-08 08:24:00,2984,100,53.33,4.233,48.75,5.23,22.46,1338,77.66,68.42,0
3626,Compressor,LINE01,Swing,2025-02-12 17:55:00,3092,563,91.01,2.746,73.06,7.58,16.45,1533,77.53,63.73,0
3627,RobotArm,LINE02,Swing,2025-03-06 13:25:00,202,365,21.04,2.193,58.51,8.35,6.13,1175,73.74,58.64,0
3628,Conveyor,LINE04,Day,2025-02-13 13:03:00,2085,452,26.4,1.723,48.07,6.49,16.52,1399,75.73,52.69,0
3629,Compressor,LINE02,Night,2025-02-26 16:39:00,1364,37,46.03,1.509,43.76,5.86,20.2,1480,77.45,49.03,0
3630,CNC,LINE04,Swing,2025-03-15 05:34:00,3357,313,33.42,2.478,38.85,7.22,23.17,1471,74.85,39.62,1
3631,CNC,LINE02,Day,2025-02-23 06:16:00,2712,264,52.54,2.395,65.2,4.69,19.73,1335,73.53,44.86,0
3632,RobotArm,LINE02,Night,2025-02-13 23:38:00,2382,110,77.41,3.363,65.89,8.1,23.33,1416,74.52,79.55,1
3633,Compressor,LINE01,Night,2025-04-14 15:26:00,130,549,99.47,3.138,70.96,5.59,25.23,1579,80.46,75.62,0
3634,Pump,LINE03,Day,2025-01-18 17:50:00,3197,364,36.17,2.113,53.47,8.46,18.94,1572,72.6,30.25,0
3635,Compressor,LINE01,Swing,2025-03-05 17:45:00,1802,632,41.28,1.331,62.3,5.05,20.87,1444,75.41,42.32,1
3636,CNC,LINE02,Day,2025-01-20 19:15:00,609,114,81.5,1.781,67.34,7.11,16.43,1446,68.54,74.4,0
3637,Conveyor,LINE01,Day,2025-01-17 10:17:00,3194,526,41.76,1.18,55.03,4.05,13.33,1550,79.22,62.21,0
3638,CNC,LINE02,Day,2025-03-05 06:23:00,3303,435,76.3,2.931,56.6,6.01,21.03,1518,74.57,33.92,0
3639,Conveyor,LINE02,Night,2025-01-06 02:29:00,1827,468,66.68,2.575,50.6,4.87,23.93,1505,70.47,74.41,0
3640,Compressor,LINE01,Day,2025-02-22 01:54:00,2424,223,88.39,2.371,63.69,4.65,20.54,1623,71.78,71.44,0
3641,Pump,LINE01,Day,2025-02-04 15:01:00,2239,497,22.67,1.267,57.68,7.17,19.88,1384,70.65,45.49,0
3642,CNC,LINE04,Swing,2025-04-15 18:02:00,1127,178,98.38,2.873,58.09,5.01,18.87,1435,72.33,70.92,1
3643,Conveyor,LINE01,Day,2025-01-26 02:18:00,2739,548,97.14,2.888,59.99,5.59,22.15,1526,73.36,78.77,0
3644,CNC,LINE02,Day,2025-01-06 00:59:00,3642,317,21.79,2.235,50.83,4.7,19.57,1527,71.1,65.6,0
3645,CNC,LINE02,Day,2025-01-09 00:39:00,3411,345,59.96,2.657,63.56,7.47,19.14,1697,64.29,70.9,0
3646,Conveyor,LINE02,Swing,2025-02-01 18:44:00,2516,418,52.11,2.685,45.51,7.24,18.21,1308,81.11,32.69,0
3647,Pump,LINE03,Swing,2025-01-03 02:27:00,1334,60,40.33,1.724,45.18,7.43,7.53,1627,73.23,61.08,0
3648,Pump,LINE01,Swing,2025-03-25 01:04:00,3318,264,98.23,3.135,52.89,5.54,28.52,1502,73.75,71.45,0
3649,CNC,LINE02,Day,2025-01-05 19:36:00,3387,146,33.97,1.352,52.33,7.46,18.97,1420,71.53,55.44,0
3650,RobotArm,LINE03,Swing,2025-03-24 02:44:00,50,693,41.08,1.724,58.53,4.96,12.97,1636,76.44,52.25,0
3651,Pump,LINE02,Swing,2025-01-29 22:53:00,1255,303,20.66,1.802,43.84,4.8,23.44,1342,72.17,60.96,0
3652,CNC,LINE04,Day,2025-01-10 04:32:00,2029,4,66.42,2.522,64.25,5.33,17.85,1450,70.63,67.12,0
3653,Pump,LINE04,Day,2025-02-16 12:11:00,2121,18,88.86,4.135,71.42,5.59,21.06,1451,71.51,74.91,0
3654,CNC,LINE01,Day,2025-01-30 14:55:00,2609,657,69.75,2.921,62.65,6.09,18.04,1494,78.58,74.9,0
3655,Pump,LINE02,Day,2025-03-03 21:22:00,1889,112,72.13,2.585,66.97,5.21,25.8,1532,73.22,68.67,1
3656,CNC,LINE01,Day,2025-01-28 08:29:00,79,0,25.31,1.824,44.72,6.03,21.09,1318,71.76,84.1,0
3657,CNC,LINE01,Night,2025-04-22 19:59:00,629,152,77.18,3.708,51.59,3.14,25.91,1678,70.42,59.59,0
3658,Pump,LINE02,Swing,2025-04-26 03:10:00,2790,156,52.72,2.765,59.91,6.3,25.83,1366,70.67,54.38,0
3659,RobotArm,LINE03,Swing,2025-02-11 11:24:00,2539,57,57.9,1.294,55.81,4.77,18.36,1526,77.16,48.19,0
3660,CNC,LINE02,Day,2025-04-21 12:04:00,2388,717,66.8,2.983,52.02,5.36,28.09,1487,67.76,36.84,0
3661,CNC,LINE01,Swing,2025-04-27 21:44:00,1626,42,98.03,2.474,72.29,5.71,22.67,1695,75.51,42.24,0
3662,RobotArm,LINE01,Swing,2025-04-28 19:59:00,1024,524,79.85,1.425,62.54,7.43,15.04,1413,75.33,46.83,1
3663,RobotArm,LINE04,Night,2025-02-08 07:53:00,1145,602,74.71,3.55,65.39,6.85,19.16,1568,73.62,57.86,0
3664,Conveyor,LINE04,Day,2025-01-18 13:38:00,2523,464,54.55,3.463,51.54,5.85,21.74,1750,71.56,84.88,0
3665,CNC,LINE01,Swing,2025-03-19 23:57:00,1855,95,22.76,1.387,65.45,4.87,14.32,1223,64.38,72.65,0
3666,Pump,LINE03,Day,2025-03-25 10:44:00,503,522,63.09,1.658,56.89,7.07,19.77,1368,75.2,78.83,0
3667,CNC,LINE02,Swing,2025-02-28 04:40:00,1476,237,72.87,2.683,66.61,8.38,23.18,1746,64.26,39.98,0
3668,CNC,LINE03,Night,2025-03-04 17:17:00,3013,293,76.34,2.492,54.38,6.23,24.53,1487,73.01,31.32,0
3669,Pump,LINE03,Swing,2025-02-14 13:27:00,2198,180,68.63,2.623,59.12,4.27,24.0,1501,72.48,30.15,0
3670,Compressor,LINE04,Swing,2025-04-01 03:56:00,3165,564,44.03,2.149,60.44,5.1,19.41,1398,75.89,57.64,0
3671,Pump,LINE01,Night,2025-04-10 19:02:00,1871,417,37.68,1.918,70.74,6.55,15.35,1624,67.49,36.46,0
3672,Compressor,LINE02,Night,2025-01-26 09:11:00,1787,111,27.21,1.137,49.08,5.24,11.35,1211,66.97,40.41,0
3673,Pump,LINE04,Day,2025-04-17 03:26:00,3466,293,76.23,3.631,60.65,5.23,22.97,1651,75.24,39.77,0
3674,Pump,LINE01,Day,2025-01-04 13:42:00,1866,571,97.66,3.779,67.17,5.39,21.51,1368,71.77,69.26,0
3675,Conveyor,LINE01,Swing,2025-03-22 06:19:00,519,675,62.0,2.125,47.15,6.23,18.63,1286,61.96,82.43,1
3676,RobotArm,LINE03,Night,2025-01-14 14:09:00,1485,676,73.85,2.582,42.5,4.4,12.85,1367,72.17,36.66,0
3677,Pump,LINE03,Swing,2025-01-24 16:46:00,2374,97,75.41,3.227,50.37,6.21,16.09,1485,81.47,35.88,1
3678,Compressor,LINE03,Day,2025-03-02 15:54:00,1280,617,32.92,1.94,62.54,5.94,19.28,1330,74.72,48.13,1
3679,Pump,LINE03,Swing,2025-01-31 12:23:00,1515,407,35.34,3.072,68.19,5.31,11.15,1328,66.45,65.07,0
3680,CNC,LINE03,Day,2025-04-28 13:11:00,3189,532,36.65,1.682,47.61,4.62,18.73,1312,74.24,50.31,0
3681,Conveyor,LINE01,Day,2025-03-30 05:39:00,1605,277,94.63,3.462,51.45,7.67,19.8,1430,77.43,45.31,0
3682,CNC,LINE03,Day,2025-01-05 04:51:00,1133,468,21.25,1.658,65.23,4.11,12.47,1281,63.26,36.34,0
3683,Pump,LINE03,Day,2025-02-07 20:41:00,420,185,63.29,1.507,52.63,6.34,19.46,1505,70.39,55.19,0
3684,Compressor,LINE04,Swing,2025-03-12 11:22:00,1488,375,50.17,3.598,53.17,6.88,19.12,1374,79.06,31.94,0
3685,CNC,LINE01,Day,2025-01-19 05:24:00,2805,162,72.75,4.349,69.89,6.42,24.54,1176,65.2,64.55,0
3686,CNC,LINE01,Day,2025-01-24 16:54:00,1115,284,37.64,1.844,64.73,7.35,13.09,1421,70.55,75.29,0
3687,Pump,LINE03,Swing,2025-01-05 06:36:00,1733,293,96.89,3.278,68.98,5.11,19.92,1634,71.37,83.27,0
3688,RobotArm,LINE01,Day,2025-01-09 16:22:00,2407,623,46.5,2.141,42.76,5.02,24.08,1410,69.97,47.73,0
3689,Compressor,LINE01,Day,2025-04-25 19:49:00,3389,452,94.07,3.197,51.58,5.89,23.96,1387,79.3,75.38,0
3690,Pump,LINE04,Day,2025-03-16 20:58:00,2977,466,67.14,2.197,67.42,10.12,23.48,1574,78.18,57.88,0
3691,CNC,LINE02,Day,2025-02-05 08:25:00,1066,204,53.16,1.421,58.53,6.64,16.86,1292,70.28,44.72,0
3692,Compressor,LINE02,Swing,2025-02-14 23:37:00,624,313,78.71,3.568,53.16,7.12,22.53,1469,67.46,35.3,1
3693,CNC,LINE01,Day,2025-03-05 07:34:00,2458,340,64.25,2.68,54.97,6.93,11.29,1476,78.6,54.58,0
3694,Compressor,LINE01,Day,2025-03-31 04:26:00,952,565,31.09,1.86,63.31,5.91,21.36,1542,75.83,77.7,0
3695,Conveyor,LINE03,Day,2025-02-04 23:30:00,1450,133,76.36,2.147,70.78,7.52,19.5,1572,71.97,82.11,0
3696,Pump,LINE02,Day,2025-02-14 05:44:00,406,38,66.36,2.336,57.03,3.92,14.38,1511,75.39,55.41,0
3697,Pump,LINE01,Day,2025-03-01 11:45:00,2833,363,65.25,1.91,52.42,6.48,17.46,1592,75.21,72.52,0
3698,CNC,LINE02,Day,2025-01-13 00:14:00,609,585,79.05,1.999,58.04,6.8,19.67,1369,67.63,41.71,0
3699,CNC,LINE01,Day,2025-01-25 09:58:00,1407,528,72.28,1.841,70.0,7.45,20.47,1684,68.97,70.92,0
3700,Pump,LINE01,Day,2025-03-29 22:17:00,1502,583,49.3,3.016,67.25,4.61,19.5,1081,72.38,31.18,0
3701,RobotArm,LINE01,Night,2025-04-09 15:11:00,184,283,45.48,0.862,56.86,4.66,12.51,1612,61.93,53.0,0
3702,CNC,LINE02,Day,2025-03-20 08:53:00,2838,164,40.07,1.728,50.06,4.68,22.93,1329,70.19,72.32,0
3703,Compressor,LINE01,Day,2025-04-22 02:27:00,2269,475,66.01,1.454,67.01,6.79,19.11,1528,67.85,50.16,0
3704,Conveyor,LINE02,Swing,2025-04-19 09:27:00,1990,27,43.99,1.748,67.34,6.58,16.65,1612,72.77,35.68,0
3705,CNC,LINE02,Day,2025-03-20 13:57:00,674,644,29.63,1.462,42.86,4.66,15.44,1477,66.18,83.41,0
3706,CNC,LINE02,Swing,2025-03-25 14:00:00,222,513,82.62,3.006,58.59,8.62,23.31,1560,74.5,46.44,0
3707,Pump,LINE01,Day,2025-02-09 21:07:00,231,362,36.73,1.601,63.74,6.21,16.4,1527,72.97,32.32,0
3708,Conveyor,LINE01,Swing,2025-01-02 12:56:00,2292,143,33.19,1.95,54.0,5.98,16.11,1239,71.47,52.44,0
3709,Pump,LINE01,Night,2025-02-03 05:40:00,2737,180,87.92,3.308,56.18,6.13,22.35,1366,74.8,68.33,0
3710,Conveyor,LINE02,Day,2025-04-10 11:25:00,2909,717,76.17,2.729,61.77,7.38,27.64,1535,75.22,51.11,0
3711,RobotArm,LINE03,Day,2025-03-31 11:45:00,2927,10,81.29,4.522,61.75,6.78,27.46,1489,71.69,79.54,0
3712,Conveyor,LINE01,Swing,2025-03-08 08:52:00,1454,6,48.03,1.854,45.77,8.25,20.24,1409,72.13,41.72,0
3713,RobotArm,LINE03,Night,2025-03-09 00:22:00,34,250,69.39,2.423,58.8,4.74,19.87,1637,68.75,61.83,0
3714,Conveyor,LINE03,Day,2025-01-02 08:58:00,916,165,94.58,3.269,63.78,4.59,31.68,1677,68.99,35.88,0
3715,RobotArm,LINE01,Swing,2025-01-23 12:58:00,2879,487,42.62,2.112,51.65,5.04,21.57,1325,79.94,36.49,1
3716,Conveyor,LINE01,Day,2025-04-07 06:46:00,2795,30,25.52,2.306,45.92,6.42,18.81,1454,71.1,40.74,0
3717,Conveyor,LINE01,Swing,2025-04-21 23:28:00,1867,565,33.67,1.796,50.43,5.32,17.09,1230,71.87,41.97,1
3718,Conveyor,LINE01,Day,2025-04-03 11:10:00,116,563,91.8,2.695,53.94,7.94,22.8,1343,71.86,66.27,0
3719,RobotArm,LINE02,Swing,2025-01-26 10:43:00,2841,165,42.52,2.534,61.4,5.45,7.49,1328,74.04,76.67,0
3720,Compressor,LINE01,Day,2025-04-30 22:58:00,2982,416,59.3,2.676,49.49,7.39,25.43,1462,69.52,77.6,0
3721,Compressor,LINE04,Swing,2025-03-01 21:21:00,851,483,62.77,1.586,59.49,5.13,14.41,1397,69.62,64.56,0
3722,Compressor,LINE02,Day,2025-02-27 22:13:00,2941,610,96.8,4.43,59.45,7.89,21.78,1598,77.54,52.38,0
3723,RobotArm,LINE03,Swing,2025-02-19 23:44:00,2345,527,44.12,2.725,50.23,7.58,13.71,1436,64.82,44.56,0
3724,Pump,LINE03,Swing,2025-04-04 10:51:00,3244,693,61.71,1.908,69.45,5.44,18.85,1607,72.9,46.12,1
3725,Conveyor,LINE02,Night,2025-03-26 10:23:00,2297,83,96.65,2.897,59.8,7.05,22.63,1609,68.21,54.91,0
3726,Conveyor,LINE04,Night,2025-03-27 14:04:00,353,439,36.11,0.813,49.29,6.18,20.16,1298,61.54,64.59,0
3727,RobotArm,LINE04,Swing,2025-01-01 04:21:00,2372,556,67.83,3.193,52.69,6.8,26.63,1594,72.01,60.54,0
3728,CNC,LINE02,Swing,2025-03-01 09:48:00,420,166,25.09,1.593,55.22,7.29,23.44,1297,66.09,71.89,0
3729,Conveyor,LINE01,Day,2025-01-17 02:48:00,966,157,41.04,1.985,61.01,7.08,18.07,1481,65.33,37.06,0
3730,Conveyor,LINE02,Night,2025-01-21 20:51:00,3189,66,25.54,1.8,62.43,6.37,17.61,1342,84.91,36.21,1
3731,RobotArm,LINE01,Swing,2025-03-29 16:58:00,3534,709,46.41,2.515,55.36,6.76,23.83,1602,74.89,84.49,0
3732,RobotArm,LINE02,Day,2025-02-23 07:01:00,1750,623,36.51,2.583,53.43,4.34,14.62,1511,75.04,47.38,0
3733,Compressor,LINE02,Day,2025-04-20 12:52:00,1083,87,83.87,3.287,60.37,6.29,17.77,1435,72.18,83.43,0
3734,Compressor,LINE02,Swing,2025-01-19 18:17:00,1450,176,57.07,2.851,57.71,4.75,18.12,1418,66.33,45.92,0
3735,CNC,LINE03,Night,2025-04-25 02:03:00,906,329,52.4,1.206,50.1,6.0,18.49,1847,70.89,33.55,0
3736,RobotArm,LINE01,Night,2025-02-06 13:19:00,2105,643,75.39,2.67,71.67,7.59,13.62,1349,70.46,57.91,0
3737,Pump,LINE02,Swing,2025-03-19 02:33:00,1554,594,95.78,3.102,62.45,6.45,27.44,1455,62.76,40.86,0
3738,Conveyor,LINE02,Day,2025-04-15 17:05:00,242,632,44.12,1.406,60.47,2.93,18.17,1358,80.75,79.47,0
3739,Conveyor,LINE03,Night,2025-01-18 12:10:00,2238,596,25.34,1.069,57.22,4.5,20.71,1262,71.23,53.79,1
3740,Pump,LINE03,Swing,2025-01-31 10:02:00,2360,452,28.78,1.375,57.04,6.49,11.67,1281,67.62,54.25,0
3741,CNC,LINE01,Swing,2025-02-06 03:54:00,2444,209,88.58,3.965,52.22,5.74,20.76,1514,73.3,51.43,0
3742,CNC,LINE03,Swing,2025-04-10 04:18:00,3451,434,87.67,2.588,60.77,7.32,21.48,1583,65.31,36.11,0
3743,RobotArm,LINE01,Swing,2025-04-21 12:43:00,2578,355,58.03,2.668,75.27,4.63,19.99,1275,67.54,64.28,1
3744,Compressor,LINE03,Swing,2025-01-04 21:10:00,2476,684,31.81,2.127,67.57,6.28,18.2,1353,79.73,38.5,0
3745,CNC,LINE03,Swing,2025-04-06 05:22:00,796,322,62.12,2.164,58.68,6.64,22.87,1378,69.46,65.18,0
3746,Conveyor,LINE02,Night,2025-02-28 14:54:00,1711,544,73.47,2.463,56.51,7.18,21.72,1356,72.07,52.01,0
3747,Pump,LINE03,Night,2025-03-26 03:30:00,1602,124,46.58,2.698,37.22,5.18,15.83,1563,72.76,76.92,0
3748,RobotArm,LINE04,Day,2025-03-30 21:26:00,3508,491,26.6,2.422,49.69,6.7,27.65,1311,71.28,58.62,0
3749,Pump,LINE03,Day,2025-03-21 12:58:00,1747,326,45.76,1.873,54.84,7.77,17.8,1277,69.26,78.86,1
3750,CNC,LINE02,Swing,2025-04-14 20:40:00,2522,313,75.25,2.915,56.43,3.53,18.67,1606,83.67,31.39,0
3751,CNC,LINE03,Swing,2025-01-27 09:56:00,1987,543,98.27,2.329,60.44,6.54,16.29,1697,68.41,69.9,1
3752,Compressor,LINE02,Swing,2025-01-04 00:26:00,236,348,35.21,1.998,59.25,3.68,16.77,1449,67.53,60.74,0
3753,Compressor,LINE03,Night,2025-03-04 19:47:00,3416,42,93.16,2.968,52.3,5.4,27.56,1423,74.79,39.29,0
3754,Conveyor,LINE04,Day,2025-04-06 13:26:00,2455,280,56.53,2.213,58.8,5.13,15.98,1430,65.65,35.82,0
3755,Compressor,LINE01,Day,2025-01-26 13:57:00,864,693,73.06,2.745,58.96,6.15,22.94,1418,77.37,70.54,0
3756,Pump,LINE01,Night,2025-04-17 22:56:00,246,681,89.1,2.279,54.68,6.84,21.6,1522,71.09,50.65,0
3757,Pump,LINE01,Night,2025-01-15 20:38:00,3421,442,64.6,2.739,71.47,7.23,15.14,1565,72.9,34.2,0
3758,Pump,LINE01,Day,2025-01-19 10:04:00,1142,459,24.92,2.485,59.35,6.07,18.89,1397,73.65,68.23,0
3759,RobotArm,LINE02,Day,2025-04-16 20:14:00,92,189,41.26,1.183,48.23,6.72,15.75,1432,70.02,46.0,0
3760,CNC,LINE01,Day,2025-01-07 06:43:00,2258,561,84.23,3.252,64.93,5.05,18.33,1457,77.02,46.5,0
3761,RobotArm,LINE03,Swing,2025-04-27 23:55:00,89,431,64.23,2.68,46.89,7.41,22.7,1558,75.49,34.52,0
3762,Pump,LINE01,Swing,2025-01-25 12:15:00,810,26,46.33,2.723,49.33,2.01,21.73,1487,74.84,53.24,0
3763,CNC,LINE01,Day,2025-01-20 15:56:00,3264,683,66.66,4.247,69.67,8.0,17.67,1263,65.21,80.22,0
3764,CNC,LINE03,Day,2025-01-29 10:08:00,168,613,41.49,1.404,58.63,7.53,18.08,1219,70.05,77.31,0
3765,CNC,LINE02,Swing,2025-04-10 10:26:00,2752,58,39.28,1.881,56.06,6.79,20.1,1389,71.4,48.21,0
3766,Conveyor,LINE02,Swing,2025-01-23 20:03:00,2266,300,86.27,3.476,68.15,9.04,22.76,1639,81.2,46.87,0
3767,Compressor,LINE03,Swing,2025-03-16 11:06:00,1137,534,52.01,2.753,61.73,3.86,16.75,1594,65.19,77.65,0
3768,Pump,LINE04,Day,2025-03-12 21:13:00,1064,530,41.92,1.545,53.49,6.85,17.24,1525,68.65,70.68,0
3769,Conveyor,LINE03,Day,2025-03-20 21:34:00,1749,120,52.73,2.644,63.18,6.19,23.25,1437,77.63,41.21,0
3770,Compressor,LINE01,Day,2025-01-31 08:45:00,1959,28,93.65,4.654,46.81,6.73,25.02,1713,68.24,79.41,0
3771,RobotArm,LINE01,Night,2025-04-05 20:45:00,3253,708,34.46,2.518,49.92,4.45,11.64,1332,68.89,80.16,0
3772,RobotArm,LINE04,Day,2025-03-28 13:19:00,975,643,34.82,2.445,54.33,6.32,8.53,1379,80.53,48.72,0
3773,Conveyor,LINE03,Swing,2025-03-19 11:18:00,2166,531,48.3,3.337,60.77,6.4,12.08,1276,74.3,79.11,0
3774,Conveyor,LINE03,Swing,2025-03-03 19:23:00,2514,475,24.84,3.628,50.81,4.92,12.32,1358,76.86,66.5,0
3775,Conveyor,LINE03,Night,2025-02-27 04:03:00,75,494,25.99,1.681,39.33,5.68,12.39,1299,75.5,78.16,0
3776,Compressor,LINE01,Day,2025-02-24 18:29:00,3272,329,20.88,3.008,37.1,4.13,16.34,1576,72.94,51.2,1
3777,Conveyor,LINE02,Day,2025-04-15 21:40:00,3620,492,31.69,2.032,53.73,5.34,19.21,1574,72.47,51.9,0
3778,CNC,LINE03,Night,2025-04-15 03:50:00,343,218,71.23,2.294,54.38,7.37,19.62,1500,76.54,57.65,0
3779,Conveyor,LINE04,Day,2025-01-30 04:44:00,978,60,35.71,1.637,46.19,7.03,17.0,1477,67.64,44.5,0
3780,RobotArm,LINE01,Swing,2025-03-13 11:50:00,2876,223,50.22,1.466,47.08,6.92,24.97,1378,80.48,59.55,0
3781,CNC,LINE03,Day,2025-03-30 05:29:00,2959,211,76.45,2.05,59.88,7.42,16.13,1198,69.35,58.0,0
3782,Conveyor,LINE01,Night,2025-02-01 17:34:00,595,218,22.55,1.87,62.78,6.89,16.96,1304,77.07,40.35,0
3783,RobotArm,LINE04,Swing,2025-01-23 01:14:00,3351,339,36.72,2.783,55.49,5.09,20.97,1513,74.8,79.25,0
3784,CNC,LINE01,Day,2025-01-11 17:25:00,1222,94,99.67,2.301,71.77,6.9,18.14,1602,69.37,35.75,1
3785,Compressor,LINE03,Night,2025-01-19 01:08:00,1092,293,67.76,3.349,55.02,7.48,22.33,1438,74.89,78.53,1
3786,RobotArm,LINE01,Swing,2025-03-06 15:37:00,1323,333,72.8,1.882,62.28,4.57,22.37,1584,72.6,59.58,0
3787,RobotArm,LINE03,Swing,2025-02-26 23:38:00,2461,135,61.28,2.814,67.58,4.45,20.8,1416,63.46,56.51,0
3788,CNC,LINE03,Day,2025-03-31 16:24:00,776,326,97.27,2.529,60.39,4.74,12.86,1408,71.75,77.22,0
3789,Pump,LINE02,Day,2025-04-08 02:34:00,1995,485,31.54,2.161,54.45,3.67,21.69,1502,65.81,54.93,0
3790,Conveyor,LINE04,Swing,2025-03-22 21:38:00,302,296,25.39,2.12,49.94,4.49,16.49,1327,74.58,46.66,0
3791,CNC,LINE04,Day,2025-02-23 13:11:00,561,1,85.29,2.999,63.98,5.72,22.85,1644,71.64,38.69,0
3792,Pump,LINE04,Night,2025-04-07 14:00:00,2811,506,20.33,2.557,60.18,7.52,4.08,1151,76.58,67.83,0
3793,CNC,LINE02,Day,2025-04-18 03:22:00,1418,416,64.92,2.801,60.85,5.62,18.14,1412,68.8,75.82,1
3794,CNC,LINE03,Swing,2025-04-04 10:21:00,2902,302,20.11,1.389,50.48,3.88,11.98,1462,65.31,58.06,0
3795,Compressor,LINE03,Day,2025-03-19 09:47:00,2700,16,47.86,3.199,42.79,6.18,25.18,1505,67.04,45.54,0
3796,Conveyor,LINE03,Swing,2025-03-04 08:14:00,3638,64,72.07,2.479,57.45,5.99,18.7,1468,82.27,81.75,1
3797,Compressor,LINE02,Day,2025-02-05 03:05:00,528,57,63.79,2.15,55.29,5.2,25.19,1512,87.2,65.56,1
3798,Conveyor,LINE03,Day,2025-02-01 18:31:00,3413,613,64.79,2.739,60.5,5.44,26.06,1496,82.27,59.97,0
3799,Pump,LINE01,Day,2025-04-20 10:22:00,3259,222,32.59,2.639,54.51,7.11,20.08,1236,64.52,73.57,0
3800,Pump,LINE02,Swing,2025-04-09 22:57:00,1603,306,43.58,1.889,67.73,4.24,23.07,1394,65.08,48.38,0
3801,CNC,LINE01,Day,2025-04-15 13:47:00,519,501,76.8,2.312,54.15,4.27,16.65,1531,66.78,70.5,0
3802,CNC,LINE01,Swing,2025-02-22 18:19:00,512,471,21.86,2.552,40.43,6.28,12.42,1454,76.06,49.29,0
3803,Pump,LINE01,Day,2025-04-01 18:51:00,1879,46,67.62,1.832,48.11,5.44,24.65,1477,82.48,44.19,1
3804,CNC,LINE01,Swing,2025-01-17 16:22:00,68,669,61.37,2.061,53.3,7.98,14.83,1406,76.55,42.8,0
3805,CNC,LINE03,Swing,2025-04-19 02:41:00,376,190,47.52,1.263,63.93,5.79,12.35,1285,72.69,78.6,0
3806,CNC,LINE02,Day,2025-04-18 03:56:00,1954,552,46.78,2.72,45.89,5.85,17.88,1534,67.63,74.3,0
3807,Conveyor,LINE01,Day,2025-03-15 21:01:00,2068,599,83.92,2.465,51.56,7.28,19.09,1595,70.73,41.45,0
3808,Compressor,LINE03,Day,2025-01-25 16:02:00,3145,387,50.56,2.693,59.54,4.0,28.16,1570,72.69,33.86,0
3809,RobotArm,LINE04,Swing,2025-04-05 14:08:00,3557,116,26.39,1.615,59.31,6.17,22.03,1273,76.28,38.5,1
3810,Conveyor,LINE04,Night,2025-01-20 23:45:00,999,392,96.96,3.604,49.42,6.03,20.42,1559,70.07,46.92,0
3811,Compressor,LINE04,Day,2025-01-07 05:05:00,1225,176,30.43,1.931,39.0,7.04,12.96,1328,73.98,63.54,0
3812,CNC,LINE04,Swing,2025-01-23 22:02:00,750,611,83.8,2.652,54.6,5.56,22.65,1523,73.6,66.6,0
3813,Compressor,LINE03,Swing,2025-02-25 10:08:00,843,543,21.12,2.15,58.42,5.92,20.49,1741,72.55,36.27,0
3814,CNC,LINE04,Swing,2025-01-25 22:40:00,1619,593,49.15,1.516,57.82,5.56,20.21,1557,69.85,55.01,0
3815,Pump,LINE04,Swing,2025-03-23 21:52:00,3625,596,61.21,2.58,52.13,6.61,18.33,1382,72.81,58.65,0
3816,Pump,LINE02,Night,2025-02-03 05:15:00,3264,128,22.38,2.379,57.99,5.42,12.53,1364,71.65,44.26,0
3817,Pump,LINE04,Swing,2025-04-04 07:30:00,3335,21,78.73,2.082,59.5,6.6,21.91,1464,68.12,70.14,0
3818,Pump,LINE03,Night,2025-03-09 22:32:00,1665,451,40.85,1.161,54.39,8.01,19.6,1447,76.13,62.74,0
