Machine_ID,Vibration_RMS,Temperature_C,Motor_Current_A,Hours_Since_Maintenance,Asset_Age_Days,Load_Percent,Pressure_bar,Sound_dB,Humidity_%,Vib_Temp_Interaction,Failure_Risk_Score,Failure
3592,2.376,71.0,19.59,201,2101,72.53,6.08,81.49,39.94,168.696,1,0
3593,1.48,51.27,15.4,531,2090,22.45,8.12,74.54,41.99,75.87960000000001,2,1
3594,2.516,73.12,16.84,189,2048,62.81,5.4,70.49,60.58,183.96992,1,0
3595,2.197,69.99,28.73,91,987,85.33,7.45,68.79,43.78,153.76802999999998,1,0
3596,2.336,52.8,18.06,394,1608,36.51,5.76,78.29,62.82,123.34079999999999,0,0
3597,2.258,54.43,21.11,131,640,62.56,6.81,67.91,34.82,122.90294,0,0
3598,2.46,69.75,14.28,287,1586,55.81,8.0,63.64,73.01,171.585,0,1
3599,2.424,77.02,24.77,211,572,87.99,3.97,74.52,45.07,186.69647999999998,1,0
3600,2.445,55.22,18.13,635,1807,55.1,5.97,67.52,70.54,135.0129,1,0
3601,3.28,73.85,30.12,362,3484,95.51,5.38,66.03,38.97,242.22799999999998,2,0
3602,3.092,67.45,18.42,517,1666,72.19,6.76,66.92,73.98,208.55540000000002,1,0
3603,2.509,67.68,26.87,423,2703,64.91,6.98,74.25,30.74,169.80912,2,0
3604,2.405,56.98,22.28,655,1619,43.35,5.37,71.62,39.39,137.03689999999997,1,0
3605,2.184,52.7,20.54,316,3309,67.72,5.55,67.14,48.58,115.09680000000002,1,1
3606,2.207,46.09,22.21,621,791,30.5,6.05,74.42,72.9,101.72063,1,0
3607,2.351,46.9,25.44,646,3050,53.3,4.51,67.99,31.74,110.2619,2,0
3608,1.882,71.41,21.46,663,2653,42.75,6.33,63.78,70.72,134.39362,2,1
3609,2.358,59.42,18.9,500,3247,73.62,5.25,65.59,42.94,140.11236000000002,2,0
3610,1.739,51.69,24.01,705,511,81.12,7.19,72.02,84.82,89.88891,1,0
3611,3.068,69.94,25.02,536,3269,94.29,4.86,68.46,45.78,214.57592,2,0
3612,3.42,50.37,19.92,224,3319,37.77,5.2,73.02,38.02,172.2654,1,0
3613,2.376,55.02,22.57,113,1101,90.78,5.51,77.69,67.58,130.72752,0,0
3614,1.687,76.52,23.06,150,2291,87.68,6.02,68.74,45.22,129.08924,2,0
3615,3.217,50.27,19.7,413,2153,88.99,8.04,85.76,59.71,161.71859,2,0
3616,1.697,60.74,14.28,118,207,79.24,7.31,73.27,72.47,103.07578000000001,0,0
3617,2.718,49.76,11.77,171,1931,41.42,5.34,71.37,74.0,135.24768,0,0
3618,2.83,55.18,24.73,452,2415,90.23,5.83,65.62,42.14,156.1594,2,0
3619,2.173,46.16,10.19,239,772,67.96,7.24,70.32,41.54,100.30568,0,0
3620,3.367,60.46,24.38,490,1338,79.25,4.9,71.24,44.92,203.56882000000002,1,0
3621,2.579,48.53,20.45,718,2149,36.42,5.89,76.0,51.71,125.15887000000001,2,0
3622,1.715,57.83,18.12,63,3395,32.59,5.1,68.92,71.08,99.17845,1,0
3623,1.16,55.06,21.15,461,249,42.15,5.72,73.87,59.81,63.8696,1,0
3624,1.823,55.58,20.86,591,3418,60.91,7.08,72.15,78.39,101.32234,2,0
3625,4.233,48.75,22.46,100,2984,53.33,5.23,77.66,68.42,206.35875,2,0
3626,2.746,73.06,16.45,563,3092,91.01,7.58,77.53,63.73,200.62276,2,0
3627,2.193,58.51,6.13,365,202,21.04,8.35,73.74,58.64,128.31243,0,0
3628,1.723,48.07,16.52,452,2085,26.4,6.49,75.73,52.69,82.82461,2,0
3629,1.509,43.76,20.2,37,1364,46.03,5.86,77.45,49.03,66.03384,0,0
3630,2.478,38.85,23.17,313,3357,33.42,7.22,74.85,39.62,96.2703,1,1
3631,2.395,65.2,19.73,264,2712,52.54,4.69,73.53,44.86,156.154,1,0
3632,3.363,65.89,23.33,110,2382,77.41,8.1,74.52,79.55,221.58807,1,1
3633,3.138,70.96,25.23,549,130,99.47,5.59,80.46,75.62,222.67247999999998,1,0
3634,2.113,53.47,18.94,364,3197,36.17,8.46,72.6,30.25,112.98210999999999,1,0
3635,1.331,62.3,20.87,632,1802,41.28,5.05,75.41,42.32,82.92129999999999,1,1
3636,1.781,67.34,16.43,114,609,81.5,7.11,68.54,74.4,119.93254,0,0
3637,1.18,55.03,13.33,526,3194,41.76,4.05,79.22,62.21,64.9354,2,0
3638,2.931,56.6,21.03,435,3303,76.3,6.01,74.57,33.92,165.8946,2,0
3639,2.575,50.6,23.93,468,1827,66.68,4.87,70.47,74.41,130.29500000000002,1,0
3640,2.371,63.69,20.54,223,2424,88.39,4.65,71.78,71.44,151.00898999999998,1,0
3641,1.267,57.68,19.88,497,2239,22.67,7.17,70.65,45.49,73.08055999999999,2,0
3642,2.873,58.09,18.87,178,1127,98.38,5.01,72.33,70.92,166.89257000000003,0,1
3643,2.888,59.99,22.15,548,2739,97.14,5.59,73.36,78.77,173.25112,2,0
3644,2.235,50.83,19.57,317,3642,21.79,4.7,71.1,65.6,113.60504999999999,1,0
3645,2.657,63.56,19.14,345,3411,59.96,7.47,64.29,70.9,168.87892,1,0
3646,2.685,45.51,18.21,418,2516,52.11,7.24,81.11,32.69,122.19435,2,0
3647,1.724,45.18,7.53,60,1334,40.33,7.43,73.23,61.08,77.89032,0,0
3648,3.135,52.89,28.52,264,3318,98.23,5.54,73.75,71.45,165.81015,2,0
3649,1.352,52.33,18.97,146,3387,33.97,7.46,71.53,55.44,70.75016000000001,1,0
3650,1.724,58.53,12.97,693,50,41.08,4.96,76.44,52.25,100.90572,1,0
3651,1.802,43.84,23.44,303,1255,20.66,4.8,72.17,60.96,78.99968000000001,0,0
3652,2.522,64.25,17.85,4,2029,66.42,5.33,70.63,67.12,162.0385,1,0
3653,4.135,71.42,21.06,18,2121,88.86,5.59,71.51,74.91,295.32169999999996,2,0
3654,2.921,62.65,18.04,657,2609,69.75,6.09,78.58,74.9,183.00064999999998,2,0
3655,2.585,66.97,25.8,112,1889,72.13,5.21,73.22,68.67,173.11745,0,1
3656,1.824,44.72,21.09,0,79,25.31,6.03,71.76,84.1,81.56928,0,0
3657,3.708,51.59,25.91,152,629,77.18,3.14,70.42,59.59,191.29572000000002,1,0
3658,2.765,59.91,25.83,156,2790,52.72,6.3,70.67,54.38,165.65115,1,0
3659,1.294,55.81,18.36,57,2539,57.9,4.77,77.16,48.19,72.21814,1,0
3660,2.983,52.02,28.09,717,2388,66.8,5.36,67.76,36.84,155.17566000000002,3,0
3661,2.474,72.29,22.67,42,1626,98.03,5.71,75.51,42.24,178.84546000000003,0,0
3662,1.425,62.54,15.04,524,1024,79.85,7.43,75.33,46.83,89.1195,1,1
3663,3.55,65.39,19.16,602,1145,74.71,6.85,73.62,57.86,232.1345,2,0
3664,3.463,51.54,21.74,464,2523,54.55,5.85,71.56,84.88,178.48302,2,0
3665,1.387,65.45,14.32,95,1855,22.76,4.87,64.38,72.65,90.77915,0,0
3666,1.658,56.89,19.77,522,503,63.09,7.07,75.2,78.83,94.32361999999999,1,0
3667,2.683,66.61,23.18,237,1476,72.87,8.38,64.26,39.98,178.71463,0,0
3668,2.492,54.38,24.53,293,3013,76.34,6.23,73.01,31.32,135.51496,1,0
3669,2.623,59.12,24.0,180,2198,68.63,4.27,72.48,30.15,155.07176,1,0
3670,2.149,60.44,19.41,564,3165,44.03,5.1,75.89,57.64,129.88556,2,0
3671,1.918,70.74,15.35,417,1871,37.68,6.55,67.49,36.46,135.67932,1,0
3672,1.137,49.08,11.35,111,1787,27.21,5.24,66.97,40.41,55.80396,0,0
3673,3.631,60.65,22.97,293,3466,76.23,5.23,75.24,39.77,220.22015,2,0
3674,3.779,67.17,21.51,571,1866,97.66,5.39,71.77,69.26,253.83543,2,0
3675,2.125,47.15,18.63,675,519,62.0,6.23,61.96,82.43,100.19375,1,1
3676,2.582,42.5,12.85,676,1485,73.85,4.4,72.17,36.66,109.735,1,0
3677,3.227,50.37,16.09,97,2374,75.41,6.21,81.47,35.88,162.54398999999998,1,1
3678,1.94,62.54,19.28,617,1280,32.92,5.94,74.72,48.13,121.32759999999999,1,1
3679,3.072,68.19,11.15,407,1515,35.34,5.31,66.45,65.07,209.47968,1,0
3680,1.682,47.61,18.73,532,3189,36.65,4.62,74.24,50.31,80.08001999999999,2,0
3681,3.462,51.45,19.8,277,1605,94.63,7.67,77.43,45.31,178.11990000000003,0,0
3682,1.658,65.23,12.47,468,1133,21.25,4.11,63.26,36.34,108.15134,1,0
3683,1.507,52.63,19.46,185,420,63.29,6.34,70.39,55.19,79.31341,0,0
3684,3.598,53.17,19.12,375,1488,50.17,6.88,79.06,31.94,191.30566,1,0
3685,4.349,69.89,24.54,162,2805,72.75,6.42,65.2,64.55,303.95161,2,0
3686,1.844,64.73,13.09,284,1115,37.64,7.35,70.55,75.29,119.36212000000002,0,0
3687,3.278,68.98,19.92,293,1733,96.89,5.11,71.37,83.27,226.11644,0,0
3688,2.141,42.76,24.08,623,2407,46.5,5.02,69.97,47.73,91.54916,2,0
3689,3.197,51.58,23.96,452,3389,94.07,5.89,79.3,75.38,164.90126,2,0
3690,2.197,67.42,23.48,466,2977,67.14,10.12,78.18,57.88,148.12174000000002,2,0
3691,1.421,58.53,16.86,204,1066,53.16,6.64,70.28,44.72,83.17113,0,0
3692,3.568,53.16,22.53,313,624,78.71,7.12,67.46,35.3,189.67488,1,1
3693,2.68,54.97,11.29,340,2458,64.25,6.93,78.6,54.58,147.3196,1,0
3694,1.86,63.31,21.36,565,952,31.09,5.91,75.83,77.7,117.7566,1,0
3695,2.147,70.78,19.5,133,1450,76.36,7.52,71.97,82.11,151.96465999999998,0,0
3696,2.336,57.03,14.38,38,406,66.36,3.92,75.39,55.41,133.22208,0,0
3697,1.91,52.42,17.46,363,2833,65.25,6.48,75.21,72.52,100.12219999999999,1,0
3698,1.999,58.04,19.67,585,609,79.05,6.8,67.63,41.71,116.02196,1,0
3699,1.841,70.0,20.47,528,1407,72.28,7.45,68.97,70.92,128.87,1,0
3700,3.016,67.25,19.5,583,1502,49.3,4.61,72.38,31.18,202.826,1,0
3701,0.862,56.86,12.51,283,184,45.48,4.66,61.93,53.0,49.01332,0,0
3702,1.728,50.06,22.93,164,2838,40.07,4.68,70.19,72.32,86.50368,1,0
3703,1.454,67.01,19.11,475,2269,66.01,6.79,67.85,50.16,97.43254,2,0
3704,1.748,67.34,16.65,27,1990,43.99,6.58,72.77,35.68,117.71032000000001,0,0
3705,1.462,42.86,15.44,644,674,29.63,4.66,66.18,83.41,62.661319999999996,1,0
3706,3.006,58.59,23.31,513,222,82.62,8.62,74.5,46.44,176.12154,1,0
3707,1.601,63.74,16.4,362,231,36.73,6.21,72.97,32.32,102.04774,0,0
3708,1.95,54.0,16.11,143,2292,33.19,5.98,71.47,52.44,105.3,1,0
3709,3.308,56.18,22.35,180,2737,87.92,6.13,74.8,68.33,185.84344,1,0
3710,2.729,61.77,27.64,717,2909,76.17,7.38,75.22,51.11,168.57033,2,0
3711,4.522,61.75,27.46,10,2927,81.29,6.78,71.69,79.54,279.2335,2,0
3712,1.854,45.77,20.24,6,1454,48.03,8.25,72.13,41.72,84.85758000000001,0,0
3713,2.423,58.8,19.87,250,34,69.39,4.74,68.75,61.83,142.4724,0,0
3714,3.269,63.78,31.68,165,916,94.58,4.59,68.99,35.88,208.49682,1,0
3715,2.112,51.65,21.57,487,2879,42.62,5.04,79.94,36.49,109.0848,2,1
3716,2.306,45.92,18.81,30,2795,25.52,6.42,71.1,40.74,105.89152,1,0
3717,1.796,50.43,17.09,565,1867,33.67,5.32,71.87,41.97,90.57228,1,1
3718,2.695,53.94,22.8,563,116,91.8,7.94,71.86,66.27,145.36829999999998,1,0
3719,2.534,61.4,7.49,165,2841,42.52,5.45,74.04,76.67,155.58759999999998,1,0
3720,2.676,49.49,25.43,416,2982,59.3,7.39,69.52,77.6,132.43524000000002,2,0
3721,1.586,59.49,14.41,483,851,62.77,5.13,69.62,64.56,94.35114,1,0
3722,4.43,59.45,21.78,610,2941,96.8,7.89,77.54,52.38,263.3635,3,0
3723,2.725,50.23,13.71,527,2345,44.12,7.58,64.82,44.56,136.87675,2,0
3724,1.908,69.45,18.85,693,3244,61.71,5.44,72.9,46.12,132.5106,2,1
3725,2.897,59.8,22.63,83,2297,96.65,7.05,68.21,54.91,173.24059999999997,1,0
3726,0.813,49.29,20.16,439,353,36.11,6.18,61.54,64.59,40.07277,1,0
3727,3.193,52.69,26.63,556,2372,67.83,6.8,72.01,60.54,168.23917,2,0
3728,1.593,55.22,23.44,166,420,25.09,7.29,66.09,71.89,87.96546,0,0
3729,1.985,61.01,18.07,157,966,41.04,7.08,65.33,37.06,121.10485,0,0
3730,1.8,62.43,17.61,66,3189,25.54,6.37,84.91,36.21,112.374,1,1
3731,2.515,55.36,23.83,709,3534,46.41,6.76,74.89,84.49,139.2304,2,0
3732,2.583,53.43,14.62,623,1750,36.51,4.34,75.04,47.38,138.00969,1,0
3733,3.287,60.37,17.77,87,1083,83.87,6.29,72.18,83.43,198.43618999999998,0,0
3734,2.851,57.71,18.12,176,1450,57.07,4.75,66.33,45.92,164.53121,0,0
3735,1.206,50.1,18.49,329,906,52.4,6.0,70.89,33.55,60.4206,0,0
3736,2.67,71.67,13.62,643,2105,75.39,7.59,70.46,57.91,191.3589,2,0
3737,3.102,62.45,27.44,594,1554,95.78,6.45,62.76,40.86,193.7199,1,0
3738,1.406,60.47,18.17,632,242,44.12,2.93,80.75,79.47,85.02081999999999,1,0
3739,1.069,57.22,20.71,596,2238,25.34,4.5,71.23,53.79,61.16817999999999,2,1
3740,1.375,57.04,11.67,452,2360,28.78,6.49,67.62,54.25,78.42999999999999,2,0
3741,3.965,52.22,20.76,209,2444,88.58,5.74,73.3,51.43,207.05229999999997,2,0
3742,2.588,60.77,21.48,434,3451,87.67,7.32,65.31,36.11,157.27276,2,0
3743,2.668,75.27,19.99,355,2578,58.03,4.63,67.54,64.28,200.82036,2,1
3744,2.127,67.57,18.2,684,2476,31.81,6.28,79.73,38.5,143.72138999999996,2,0
3745,2.164,58.68,22.87,322,796,62.12,6.64,69.46,65.18,126.98352000000001,0,0
3746,2.463,56.51,21.72,544,1711,73.47,7.18,72.07,52.01,139.18413,1,0
3747,2.698,37.22,15.83,124,1602,46.58,5.18,72.76,76.92,100.41955999999999,0,0
3748,2.422,49.69,27.65,491,3508,26.6,6.7,71.28,58.62,120.34918,2,0
3749,1.873,54.84,17.8,326,1747,45.76,7.77,69.26,78.86,102.71532,0,1
3750,2.915,56.43,18.67,313,2522,75.25,3.53,83.67,31.39,164.49345,1,0
3751,2.329,60.44,16.29,543,1987,98.27,6.54,68.41,69.9,140.76476,1,1
3752,1.998,59.25,16.77,348,236,35.21,3.68,67.53,60.74,118.3815,0,0
3753,2.968,52.3,27.56,42,3416,93.16,5.4,74.79,39.29,155.22639999999998,1,0
3754,2.213,58.8,15.98,280,2455,56.53,5.13,65.65,35.82,130.1244,1,0
3755,2.745,58.96,22.94,693,864,73.06,6.15,77.37,70.54,161.8452,1,0
3756,2.279,54.68,21.6,681,246,89.1,6.84,71.09,50.65,124.61572,1,0
3757,2.739,71.47,15.14,442,3421,64.6,7.23,72.9,34.2,195.75633,2,0
3758,2.485,59.35,18.89,459,1142,24.92,6.07,73.65,68.23,147.48475,1,0
3759,1.183,48.23,15.75,189,92,41.26,6.72,70.02,46.0,57.05609,0,0
3760,3.252,64.93,18.33,561,2258,84.23,5.05,77.02,46.5,211.15236000000002,2,0
3761,2.68,46.89,22.7,431,89,64.23,7.41,75.49,34.52,125.66520000000001,1,0
3762,2.723,49.33,21.73,26,810,46.33,2.01,74.84,53.24,134.32558999999998,0,0
3763,4.247,69.67,17.67,683,3264,66.66,8.0,65.21,80.22,295.88849,3,0
3764,1.404,58.63,18.08,613,168,41.49,7.53,70.05,77.31,82.31652,1,0
3765,1.881,56.06,20.1,58,2752,39.28,6.79,71.4,48.21,105.44886000000001,1,0
3766,3.476,68.15,22.76,300,2266,86.27,9.04,81.2,46.87,236.88940000000002,1,0
3767,2.753,61.73,16.75,534,1137,52.01,3.86,65.19,77.65,169.94269,1,0
3768,1.545,53.49,17.24,530,1064,41.92,6.85,68.65,70.68,82.64205,1,0
3769,2.644,63.18,23.25,120,1749,52.73,6.19,77.63,41.21,167.04792,0,0
3770,4.654,46.81,25.02,28,1959,93.65,6.73,68.24,79.41,217.85374000000002,1,0
3771,2.518,49.92,11.64,708,3253,34.46,4.45,68.89,80.16,125.69856,2,0
3772,2.445,54.33,8.53,643,975,34.82,6.32,80.53,48.72,132.83685,1,0
3773,3.337,60.77,12.08,531,2166,48.3,6.4,74.3,79.11,202.78949000000003,2,0
3774,3.628,50.81,12.32,475,2514,24.84,4.92,76.86,66.5,184.33868,3,0
3775,1.681,39.33,12.39,494,75,25.99,5.68,75.5,78.16,66.11373,1,0
3776,3.008,37.1,16.34,329,3272,20.88,4.13,72.94,51.2,111.5968,1,1
3777,2.032,53.73,19.21,492,3620,31.69,5.34,72.47,51.9,109.17935999999999,2,0
3778,2.294,54.38,19.62,218,343,71.23,7.37,76.54,57.65,124.74772,0,0
3779,1.637,46.19,17.0,60,978,35.71,7.03,67.64,44.5,75.61303,0,0
3780,1.466,47.08,24.97,223,2876,50.22,6.92,80.48,59.55,69.01928,1,0
3781,2.05,59.88,16.13,211,2959,76.45,7.42,69.35,58.0,122.75399999999999,1,0
3782,1.87,62.78,16.96,218,595,22.55,6.89,77.07,40.35,117.3986,0,0
3783,2.783,55.49,20.97,339,3351,36.72,5.09,74.8,79.25,154.42867,1,0
3784,2.301,71.77,18.14,94,1222,99.67,6.9,69.37,35.75,165.14277,0,1
3785,3.349,55.02,22.33,293,1092,67.76,7.48,74.89,78.53,184.26198000000002,0,1
3786,1.882,62.28,22.37,333,1323,72.8,4.57,72.6,59.58,117.21096,0,0
3787,2.814,67.58,20.8,135,2461,61.28,4.45,63.46,56.51,190.17012,1,0
3788,2.529,60.39,12.86,326,776,97.27,4.74,71.75,77.22,152.72630999999998,0,0
3789,2.161,54.45,21.69,485,1995,31.54,3.67,65.81,54.93,117.66645000000001,1,0
3790,2.12,49.94,16.49,296,302,25.39,4.49,74.58,46.66,105.8728,0,0
3791,2.999,63.98,22.85,1,561,85.29,5.72,71.64,38.69,191.87602,0,0
3792,2.557,60.18,4.08,506,2811,20.33,7.52,76.58,67.83,153.88026,2,0
3793,2.801,60.85,18.14,416,1418,64.92,5.62,68.8,75.82,170.44085,1,1
3794,1.389,50.48,11.98,302,2902,20.11,3.88,65.31,58.06,70.11672,1,0
3795,3.199,42.79,25.18,16,2700,47.86,6.18,67.04,45.54,136.88521,1,0
3796,2.479,57.45,18.7,64,3638,72.07,5.99,82.27,81.75,142.41855,1,1
3797,2.15,55.29,25.19,57,528,63.79,5.2,87.2,65.56,118.87349999999999,0,1
3798,2.739,60.5,26.06,613,3413,64.79,5.44,82.27,59.97,165.7095,2,0
3799,2.639,54.51,20.08,222,3259,32.59,7.11,64.52,73.57,143.85189,1,0
3800,1.889,67.73,23.07,306,1603,43.58,4.24,65.08,48.38,127.94197000000001,0,0
3801,2.312,54.15,16.65,501,519,76.8,4.27,66.78,70.5,125.19479999999999,1,0
3802,2.552,40.43,12.42,471,512,21.86,6.28,76.06,49.29,103.17736000000001,1,0
3803,1.832,48.11,24.65,46,1879,67.62,5.44,82.48,44.19,88.13752000000001,0,1
3804,2.061,53.3,14.83,669,68,61.37,7.98,76.55,42.8,109.8513,1,0
3805,1.263,63.93,12.35,190,376,47.52,5.79,72.69,78.6,80.74359,0,0
3806,2.72,45.89,17.88,552,1954,46.78,5.85,67.63,74.3,124.8208,1,0
3807,2.465,51.56,19.09,599,2068,83.92,7.28,70.73,41.45,127.0954,2,0
3808,2.693,59.54,28.16,387,3145,50.56,4.0,72.69,33.86,160.34122,2,0
3809,1.615,59.31,22.03,116,3557,26.39,6.17,76.28,38.5,95.78565,1,1
3810,3.604,49.42,20.42,392,999,96.96,6.03,70.07,46.92,178.10968,1,0
3811,1.931,39.0,12.96,176,1225,30.43,7.04,73.98,63.54,75.309,0,0
3812,2.652,54.6,22.65,611,750,83.8,5.56,73.6,66.6,144.7992,1,0
3813,2.15,58.42,20.49,543,843,21.12,5.92,72.55,36.27,125.603,1,0
3814,1.516,57.82,20.21,593,1619,49.15,5.56,69.85,55.01,87.65512,1,0
3815,2.58,52.13,18.33,596,3625,61.21,6.61,72.81,58.65,134.49540000000002,2,0
3816,2.379,57.99,12.53,128,3264,22.38,5.42,71.65,44.26,137.95821,1,0
3817,2.082,59.5,21.91,21,3335,78.73,6.6,68.12,70.14,123.87899999999999,1,0
3818,1.161,54.39,19.6,451,1665,40.85,8.01,76.13,62.74,63.14679,1,0
3819,2.184,45.01,19.22,442,2409,63.29,5.79,79.94,70.2,98.30184,2,1
3820,2.353,54.71,27.18,623,2646,83.39,6.82,72.97,68.42,128.73263,2,1
3821,2.156,74.11,22.07,459,910,67.29,8.92,71.82,79.33,159.78116,1,0
3822,2.711,54.82,20.73,578,1704,56.45,6.53,76.04,67.02,148.61702,1,1
3823,2.784,47.73,21.27,251,2021,46.89,3.05,73.2,74.01,132.88031999999998,1,0
3824,2.91,49.04,10.95,89,1380,23.61,4.94,78.02,58.02,142.7064,0,1
3825,2.943,61.2,21.12,27,1742,93.04,4.99,72.86,43.05,180.1116,0,0
3826,2.634,65.09,16.53,313,1626,67.35,7.28,75.15,35.0,171.44706,0,0
3827,2.231,62.43,21.14,1,251,70.52,6.09,80.75,56.92,139.28133,0,0
3828,2.849,51.34,16.68,373,2811,55.24,7.33,78.64,73.91,146.26766,1,0
3829,2.934,66.01,21.1,288,3289,49.82,6.73,71.54,62.08,193.67334000000002,1,0
3830,2.724,58.92,17.24,185,2760,23.73,6.47,77.66,31.42,160.49808000000002,1,1
3831,3.031,50.74,21.83,425,3409,33.52,4.37,67.02,43.16,153.79294000000002,2,0
3832,2.645,55.93,14.67,489,1592,54.04,6.65,71.22,54.26,147.93485,1,1
3833,2.679,58.61,18.58,28,232,39.34,7.53,76.41,52.12,157.01619,0,0
3834,1.744,61.45,11.84,342,998,23.56,4.0,79.56,68.35,107.1688,0,1
3835,2.494,46.52,18.0,676,3121,63.68,5.76,68.42,39.67,116.02088000000002,2,0
3836,1.846,57.06,18.1,214,533,57.13,6.5,71.81,50.34,105.33276000000001,0,0
3837,2.37,56.88,24.62,562,2010,53.71,6.15,72.14,59.48,134.8056,2,0
3838,1.724,55.09,17.11,242,34,82.74,8.05,71.44,84.11,94.97516,0,0
3839,2.077,53.13,13.21,195,1202,67.96,7.05,65.95,80.89,110.35101,0,0
3840,0.853,61.7,11.47,616,439,20.11,6.19,74.1,50.99,52.6301,1,1
3841,2.656,63.76,19.19,256,440,80.95,7.29,65.85,48.37,169.34656,0,0
3842,2.373,74.75,26.38,623,626,58.61,7.0,77.82,82.23,177.38175,1,0
3843,1.478,53.22,22.05,471,1978,61.35,6.16,78.57,77.39,78.65916,1,0
3844,2.732,62.79,20.72,584,2527,91.17,5.99,69.06,69.06,171.54228,2,0
3845,2.919,56.68,16.09,586,1073,28.74,6.98,65.98,64.19,165.44892000000002,1,0
3846,3.27,66.29,28.39,657,2990,67.95,5.29,72.28,70.09,216.7683,3,0
3847,2.398,66.17,17.32,399,1448,42.57,5.84,69.54,69.03,158.67566000000002,0,0
3848,1.745,54.56,16.85,685,2697,22.94,4.34,70.86,76.02,95.20720000000001,2,1
3849,2.609,46.97,18.27,42,1947,54.99,6.93,72.67,69.79,122.54473,0,0
3850,2.419,49.5,22.27,354,2648,42.69,7.41,67.5,65.76,119.7405,1,0
3851,1.842,53.41,16.28,285,3572,20.12,4.58,80.24,81.52,98.38122,1,0
3852,2.628,65.32,25.47,69,3629,59.44,5.91,69.01,81.74,171.66096,1,0
3853,2.054,44.7,23.45,628,2155,44.89,5.37,76.7,52.93,91.8138,2,0
3854,1.931,47.94,23.89,576,3514,54.73,7.34,67.53,84.92,92.57214,2,0
3855,1.287,59.19,16.56,539,2569,20.94,7.41,72.06,51.62,76.17752999999999,2,0
3856,2.038,46.28,13.1,456,1003,52.14,5.45,74.26,43.69,94.31863999999999,1,0
3857,2.334,48.21,20.71,433,3415,57.63,2.37,72.8,41.41,112.52214000000001,2,0
3858,1.942,65.79,16.04,273,555,57.28,7.46,70.71,36.54,127.76418000000001,0,0
3859,1.753,57.99,18.57,492,1724,77.35,6.33,69.45,50.07,101.65647,1,0
3860,3.241,60.64,21.56,702,584,99.3,6.55,70.4,83.25,196.53424,1,0
3861,3.424,63.15,19.79,180,2869,22.23,6.88,69.12,47.85,216.2256,1,1
3862,3.335,47.43,18.43,243,3272,51.68,5.58,74.13,80.58,158.17905,1,0
3863,3.88,49.75,18.46,78,2993,88.54,5.63,81.81,35.9,193.03,2,1
3864,2.652,72.4,15.87,653,400,70.06,5.77,74.02,38.05,192.00480000000002,1,1
3865,3.017,63.85,29.65,381,1010,98.69,7.07,75.33,38.97,192.63545,1,0
3866,2.648,64.96,23.39,426,1261,77.07,7.33,77.64,60.22,172.01407999999998,1,0
3867,1.857,56.44,16.63,191,448,77.94,8.24,69.69,84.55,104.80908,0,0
3868,2.418,51.36,22.45,26,1949,26.09,6.24,63.12,41.22,124.18848000000001,0,0
3869,2.172,50.15,15.97,579,153,42.02,5.75,72.07,48.36,108.92580000000001,1,0
3870,2.41,61.41,30.37,619,2250,66.7,7.23,76.42,76.93,147.9981,3,0
3871,2.895,63.8,21.72,245,2110,61.79,4.95,82.36,59.22,184.701,1,0
3872,2.47,61.93,24.74,548,2186,81.01,8.01,67.26,48.97,152.96710000000002,2,0
3873,3.073,70.66,28.64,411,3334,99.49,6.75,77.87,53.25,217.13817999999998,3,0
3874,2.857,60.07,25.11,462,2876,36.54,5.59,73.61,70.43,171.61999,2,0
3875,2.44,47.5,17.1,124,970,54.27,4.88,70.21,49.93,115.89999999999999,0,0
3876,2.851,59.89,28.74,442,2099,89.35,7.15,67.07,66.43,170.74639,3,1
3877,2.956,56.21,21.27,116,2934,87.05,6.03,69.41,74.05,166.15676,1,0
3878,3.288,65.74,22.35,157,3110,85.38,6.24,75.32,33.13,216.15311999999997,1,1
3879,1.658,61.82,21.66,256,2358,69.63,4.19,77.99,71.24,102.49756,1,0
3880,2.246,62.42,25.97,154,336,99.46,5.97,58.46,81.94,140.19532,0,0
3881,1.496,64.91,17.66,654,1603,48.63,5.3,74.39,34.42,97.10535999999999,1,0
3882,2.356,37.65,25.38,21,3139,29.3,6.3,69.26,34.49,88.70339999999999,1,1
3883,2.311,49.8,21.36,650,297,30.6,5.48,69.71,63.85,115.08779999999999,1,0
3884,2.775,51.77,20.26,110,2165,54.86,2.87,74.35,67.2,143.66175,1,0
3885,2.581,63.02,18.72,626,1987,84.4,5.85,81.81,55.43,162.65462,1,0
3886,1.754,60.9,22.9,242,837,56.23,4.32,68.32,81.46,106.8186,0,0
3887,2.025,59.25,12.09,663,1275,68.91,4.94,71.53,36.96,119.98124999999999,1,0
3888,3.947,45.48,23.91,389,3569,48.64,7.19,64.8,36.52,179.50956,2,1
3889,2.87,62.57,18.84,352,2186,77.19,4.25,74.5,30.57,179.57590000000002,1,0
3890,2.586,54.18,24.36,94,3431,32.25,6.18,68.76,75.21,140.10948,1,0
3891,1.216,45.58,14.74,312,1736,61.61,5.51,79.61,34.96,55.425279999999994,0,0
3892,1.711,52.02,16.58,401,3091,34.81,5.01,73.7,63.19,89.00622000000001,2,0
3893,2.529,61.01,22.2,708,2273,57.49,4.9,70.77,81.13,154.29429,2,0
3894,2.475,69.33,23.64,189,3329,54.44,6.43,70.78,32.9,171.59175,1,0
